hour,minutes,count,대여/반납,holiday,weather,Rain,Month,AM/PM,Day_w,Time
5,30,11,0,1,-2.5,0,2,1,1,5:30
6,0,12.5,2,1,-2.7,0,2,1,1,6:00
6,30,13.5,1,1,-2.7,0,2,1,1,6:30
7,0,14.33333333,1,1,-3.1,0,2,1,1,7:00
7,30,17.33333333,5,1,-3.1,0,2,1,1,7:30
8,0,22.96153846,7,1,-2.9,0,2,1,1,8:00
8,30,30.9047619,9,1,-2.9,0,2,1,1,8:30
9,0,16.4,3,1,-1.1,0,2,1,1,9:00
9,30,16.63636364,1,1,-1.1,0,2,1,1,9:30
10,0,17.5,-2,1,1.9,0,2,1,1,10:00
10,30,19,3,1,1.9,0,2,1,1,10:30
11,0,17.5,-4,1,4.6,0,2,1,1,11:00
11,30,16.2,1,1,4.6,0,2,1,1,11:30
12,0,14.8,-3,1,6.9,0,2,2,1,12:00
12,30,16.33333333,4,1,6.9,0,2,2,1,12:30
13,0,18.7,1,1,8.1,0,2,2,1,13:00
13,30,19.14285714,0,1,8.1,0,2,2,1,13:30
14,0,19.9,1,1,9.9,0,2,2,1,14:00
14,30,20.8,3,1,9.9,0,2,2,1,14:30
15,0,24.26666667,0,1,10.3,0,2,2,1,15:00
15,30,22,-2,1,10.3,0,2,2,1,15:30
16,0,22.14285714,3,1,9.5,0,2,2,1,16:00
16,30,21.7,-3,1,9.5,0,2,2,1,16:30
17,0,23.33333333,3,1,8.7,0,2,2,1,17:00
17,30,24.875,2,1,8.7,0,2,2,1,17:30
18,0,25.53846154,-1,1,7.2,0,2,2,1,18:00
18,30,27.72,6,1,7.2,0,2,2,1,18:30
19,0,31.2,-1,1,5.5,0,2,2,1,19:00
19,30,26.5,-4,1,5.5,0,2,2,1,19:30
20,0,24.58823529,-3,1,4.3,0,2,2,1,20:00
20,30,24.42857143,1,1,4.3,0,2,2,1,20:30
21,0,22.8,-2,1,3.3,0,2,2,1,21:00
21,30,21.6,0,1,3.3,0,2,2,1,21:30
22,0,21.58333333,0,1,2.7,0,2,2,1,22:00
22,30,21.4,-1,1,2.7,0,2,2,1,22:30
23,0,20.28571429,-2,1,2.8,0,2,2,1,23:00
23,30,16,-4,1,2.8,0,2,2,1,23:30
0,0,14.44444444,0,1,2.6,0,2,1,2,0:00
0,30,14.44444444,0,1,2.6,0,2,1,2,0:30
1,0,16,1,1,2.1,0,2,1,2,1:00
1,30,15.2,0,1,2.1,0,2,1,2,1:30
2,0,15,-1,1,1.5,0,2,1,2,2:00
2,30,15,0,1,1.5,0,2,1,2,2:30
3,0,16,1,1,1.1,0,2,1,2,3:00
3,30,15,-1,1,1.1,0,2,1,2,3:30
4,0,15,0,1,0.9,0,2,1,2,4:00
5,30,15.5,1,1,0.6,0,2,1,2,5:30
6,0,15,-1,1,0.6,0,2,1,2,6:00
6,30,15.5,1,1,0.6,0,2,1,2,6:30
7,0,16.5,2,1,1.3,0,2,1,2,7:00
7,30,20.92307692,5,1,1.3,0,2,1,2,7:30
8,0,28.65217391,9,1,2,0,2,1,2,8:00
8,30,21.22727273,13,1,2,0,2,1,2,8:30
9,0,28.81818182,4,1,2.5,0,2,1,2,9:00
9,30,31,2,1,2.5,0,2,1,2,9:30
10,0,33.6,3,1,3.3,0,2,1,2,10:00
10,30,25,1,1,3.3,0,2,1,2,10:30
11,0,14,-1,1,4.8,0,2,1,2,11:00
11,30,14.33333333,3,1,4.8,0,2,1,2,11:30
12,0,17.33333333,1,1,5.4,0,2,2,2,12:00
12,30,21.125,4,1,5.4,0,2,2,2,12:30
13,0,22.33333333,0,1,5.8,0,2,2,2,13:00
13,30,23,0,1,5.8,0,2,2,2,13:30
14,0,17.5,-6,1,6.3,0,2,2,2,14:00
14,30,15,-1,1,6.3,0,2,2,2,14:30
15,0,12.5,-1,1,6.7,0,2,2,2,15:00
15,30,15.66666667,3,1,6.7,0,2,2,2,15:30
16,0,16.85714286,1,1,6.9,0,2,2,2,16:00
16,30,19,1,1,6.9,0,2,2,2,16:30
17,0,20.42857143,2,1,6.8,0,2,2,2,17:00
17,30,21.5,1,1,6.8,0,2,2,2,17:30
18,0,17.25,-7,1,6.6,0,2,2,2,18:00
18,30,14.5,-2,1,6.6,0,2,2,2,18:30
19,0,15.35,2,1,6.1,0,2,2,2,19:00
19,30,14.33333333,-2,1,6.1,0,2,2,2,19:30
20,0,11.71428571,-2,1,5.9,0,2,2,2,20:00
20,30,10,-1,1,5.9,0,2,2,2,20:30
21,0,9.375,-1,1,5.7,0,2,2,2,21:00
21,30,6.272727273,-5,1,5.7,0,2,2,2,21:30
22,0,1.857142857,-4,1,5.4,0,2,2,2,22:00
23,30,0.5,1,1,5.3,0,2,2,2,23:30
0,0,0,-1,1,5.1,0,2,1,3,0:00
1,0,1,1,1,5,0,2,1,3,1:00
2,30,0.8,1,1,5.2,0,2,1,3,2:30
3,0,0.666666667,-1,1,5.3,0,2,1,3,3:00
5,30,0.333333333,1,1,5.2,0,2,1,3,5:30
6,30,1.666666667,1,1,5.2,0,2,1,3,6:30
7,0,3.8,3,1,5.5,0,2,1,3,7:00
7,30,8.25,5,1,5.5,0,2,1,3,7:30
8,0,14.17647059,10,1,5.7,0,2,1,3,8:00
8,30,25,7,1,5.7,0,2,1,3,8:30
9,0,27.18181818,5,1,6.2,0,2,1,3,9:00
9,30,16,-1,1,6.2,0,2,1,3,9:30
10,0,17.7,4,1,6.5,0,2,1,3,10:00
10,30,19.66666667,1,1,6.5,0,2,1,3,10:30
11,0,20.5,0,1,7.1,0,2,1,3,11:00
11,30,19.33333333,-1,1,7.1,0,2,1,3,11:30
12,30,18,-1,1,7.6,0,2,2,3,12:30
16,30,18.5,1,1,4.2,0,2,2,3,16:30
21,0,18,-1,1,2.4,9,2,2,3,21:00
21,30,18,0,1,2.4,9,2,2,3,21:30
22,30,17,-1,1,2.3,0,2,2,3,22:30
23,0,17,0,1,1.8,0,2,2,3,23:00
0,0,16,-1,2,2,2,3,1,4,0:00
0,30,16.33333333,1,2,2,2,3,1,4,0:30
1,0,17,1,2,2.1,0,3,1,4,1:00
1,30,13.58333333,-6,2,2.1,0,3,1,4,1:30
2,0,12,0,2,2,0,3,1,4,2:00
2,30,12,0,2,2,0,3,1,4,2:30
3,0,12.5,0,2,1.6,0.1,3,1,4,3:00
3,30,12.66666667,1,2,1.6,0.1,3,1,4,3:30
4,0,14,1,2,1.6,0,3,1,4,4:00
8,0,14.33333333,1,2,1.5,0,3,1,4,8:00
8,30,16,1,2,1.5,0,3,1,4,8:30
9,0,16.5,1,2,0.1,0,3,1,4,9:00
9,30,17.33333333,1,2,0.1,0,3,1,4,9:30
10,0,19.33333333,2,2,0.1,0,3,1,4,10:00
10,30,20.33333333,0,2,0.1,0,3,1,4,10:30
11,0,20,0,2,0.8,0,3,1,4,11:00
11,30,20.33333333,1,2,0.8,0,3,1,4,11:30
12,0,23,4,2,0.5,0,3,2,4,12:00
12,30,25.28571429,1,2,0.5,0,3,2,4,12:30
13,0,27,2,2,1.4,0,3,2,4,13:00
13,30,28.57142857,1,2,1.4,0,3,2,4,13:30
14,0,28.36363636,0,2,1.2,0,3,2,4,14:00
14,30,24,-1,2,1.2,0,3,2,4,14:30
15,0,12.85714286,1,2,1.6,0,3,2,4,15:00
15,30,14.14285714,3,2,1.6,0,3,2,4,15:30
16,0,16.91666667,2,2,1.4,0,3,2,4,16:00
16,30,17.66666667,1,2,1.4,0,3,2,4,16:30
17,0,19.66666667,0,2,0.4,0,3,2,4,17:00
17,30,19.85714286,3,2,0.4,0,3,2,4,17:30
18,0,23.36363636,2,2,-0.8,0,3,2,4,18:00
18,30,23.2,0,2,-0.8,0,3,2,4,18:30
19,0,26,3,2,-1.7,0,3,2,4,19:00
19,30,23.5,-6,2,-1.7,0,3,2,4,19:30
20,0,24.5,7,2,-2.2,0,3,2,4,20:00
20,30,26.75,-2,2,-2.2,0,3,2,4,20:30
21,0,27,2,2,-3,0,3,2,4,21:00
22,30,26,-3,2,-3.6,0,3,2,4,22:30
23,0,25.33333333,1,2,-4,0,3,2,4,23:00
23,30,24.33333333,-2,2,-4,0,3,2,4,23:30
0,0,22.28571429,-2,1,-4.3,0,3,1,5,0:00
0,30,21.33333333,-1,1,-4.3,0,3,1,5,0:30
1,0,19.33333333,-2,1,-4.6,0,3,1,5,1:00
1,30,19,0,1,-4.6,0,3,1,5,1:30
2,30,19.25,0,1,-5.3,0,3,1,5,2:30
3,0,18,-1,1,-5.7,0,3,1,5,3:00
3,30,18.5,1,1,-5.7,0,3,1,5,3:30
5,0,19.33333333,0,1,-6.1,0,3,1,5,5:00
5,30,19,0,1,-6.1,0,3,1,5,5:30
6,30,19.5,1,1,-6.4,0,3,1,5,6:30
7,0,21,2,1,-6.6,0,3,1,5,7:00
7,30,25.46666667,7,1,-6.6,0,3,1,5,7:30
8,0,21.30769231,9,1,-6.2,0,3,1,5,8:00
8,30,16.83333333,5,1,-6.2,0,3,1,5,8:30
9,0,22.30769231,5,1,-4.6,0,3,1,5,9:00
9,30,24.5,0,1,-4.6,0,3,1,5,9:30
10,0,25.33333333,1,1,-1.8,0,3,1,5,10:00
10,30,26.5,1,1,-1.8,0,3,1,5,10:30
11,0,26,-1,1,0.1,0,3,1,5,11:00
12,0,26,0,1,1.8,0,3,2,5,12:00
12,30,25.66666667,0,1,1.8,0,3,2,5,12:30
13,0,25.75,0,1,2.3,0,3,2,5,13:00
13,30,26.28571429,1,1,2.3,0,3,2,5,13:30
14,0,27.66666667,1,1,3.4,0,3,2,5,14:00
14,30,29.28571429,2,1,3.4,0,3,2,5,14:30
15,0,29.90909091,2,1,4.3,0,3,2,5,15:00
15,30,21.16666667,5,1,4.3,0,3,2,5,15:30
16,0,18.9375,-3,1,5.2,0,3,2,5,16:00
16,30,17.30769231,2,1,5.2,0,3,2,5,16:30
17,0,17.55555556,1,1,4.3,0,3,2,5,17:00
17,30,16,-4,1,4.3,0,3,2,5,17:30
18,0,16.72222222,2,1,3.5,0,3,2,5,18:00
18,30,13.22222222,-5,1,3.5,0,3,2,5,18:30
19,0,10.41666667,-3,1,2,0,3,2,5,19:00
19,30,10.27272727,0,1,2,0,3,2,5,19:30
20,0,8.666666667,0,1,1.2,0,3,2,5,20:00
20,30,7.833333333,-2,1,1.2,0,3,2,5,20:30
21,0,5.571428571,-3,1,1,0,3,2,5,21:00
21,30,3.833333333,0,1,1,0,3,2,5,21:30
22,0,5.5,1,1,0.5,0,3,2,5,22:00
22,30,4,-2,1,0.5,0,3,2,5,22:30
23,0,1.166666667,-3,1,0.3,0,3,2,5,23:00
23,30,0.333333333,1,1,0.3,0,3,2,5,23:30
0,30,1.25,4,2,0.5,0,3,1,6,0:30
1,0,2,-3,2,0.6,0,3,1,6,1:00
1,30,2.666666667,-1,2,0.6,0,3,1,6,1:30
2,0,1,0,2,0.9,0,3,1,6,2:00
2,30,1.833333333,1,2,0.9,0,3,1,6,2:30
3,0,2.5,2,2,0.8,0,3,1,6,3:00
5,0,3,-1,2,0.8,0,3,1,6,5:00
5,30,2.666666667,-1,2,0.8,0,3,1,6,5:30
6,0,2.5,1,2,0.5,0,3,1,6,6:00
7,30,3.5,1,2,0.1,0,3,1,6,7:30
8,0,5.375,3,2,0.4,0,3,1,6,8:00
8,30,7.2,1,2,0.4,0,3,1,6,8:30
9,0,9.25,2,2,2.2,0,3,1,6,9:00
9,30,10.28571429,2,2,2.2,0,3,1,6,9:30
10,0,12.5,1,2,5.1,0,3,1,6,10:00
10,30,13.5,1,2,5.1,0,3,1,6,10:30
11,0,12.5,-1,2,8.1,0,3,1,6,11:00
11,30,14.16666667,2,2,8.1,0,3,1,6,11:30
12,0,16.83333333,4,2,10.7,0,3,2,6,12:00
12,30,20.88888889,4,2,10.7,0,3,2,6,12:30
13,0,25,3,2,12.2,0,3,2,6,13:00
13,30,25.9375,-4,2,12.2,0,3,2,6,13:30
14,0,25.10526316,4,2,14.4,0,3,2,6,14:00
14,30,24.5,-2,2,14.4,0,3,2,6,14:30
15,0,24.1,1,2,16,0,3,2,6,15:00
15,30,25.91666667,1,2,16,0,3,2,6,15:30
16,0,25.66666667,2,2,15.8,0,3,2,6,16:00
16,30,24.68181818,-5,2,15.8,0,3,2,6,16:30
17,0,21.03333333,1,2,15,0,3,2,6,17:00
17,30,23.6875,-2,2,15,0,3,2,6,17:30
18,0,23.125,1,2,13.9,0,3,2,6,18:00
18,30,19.66666667,-3,2,13.9,0,3,2,6,18:30
19,0,20.66666667,-3,2,12.7,0,3,2,6,19:00
19,30,16.125,-1,2,12.7,0,3,2,6,19:30
20,0,20.14814815,6,2,11.1,0,3,2,6,20:00
20,30,22.3,2,2,11.1,0,3,2,6,20:30
21,0,20.875,-4,2,10.3,0,3,2,6,21:00
21,30,19.8,0,2,10.3,0,3,2,6,21:30
22,0,16.44444444,-6,2,10.2,0,3,2,6,22:00
22,30,13.45454545,0,2,10.2,0,3,2,6,22:30
23,0,14.25,0,2,9.4,0,3,2,6,23:00
23,30,13.33333333,-1,2,9.4,0,3,2,6,23:30
0,30,13,0,2,8.5,0,3,1,7,0:30
1,0,13.33333333,0,2,8.3,0,3,1,7,1:00
2,0,13,0,2,8.3,0,3,1,7,2:00
2,30,13,0,2,8.3,0,3,1,7,2:30
3,0,13.33333333,0,2,8.5,0.1,3,1,7,3:00
8,0,13,0,2,8.3,0,3,1,7,8:00
8,30,13.5,1,2,8.3,0,3,1,7,8:30
9,0,15,1,2,8.8,0.2,3,1,7,9:00
9,30,15.5,1,2,8.8,0.2,3,1,7,9:30
10,0,15,-1,2,9.8,0,3,1,7,10:00
10,30,13.33333333,-1,2,9.8,0,3,1,7,10:30
11,0,14.5,1,2,10.1,0,3,1,7,11:00
12,0,15,0,2,10.7,0,3,2,7,12:00
12,30,14.42857143,-3,2,10.7,0,3,2,7,12:30
13,0,13.36363636,3,2,10.8,0,3,2,7,13:00
13,30,15.5,3,2,10.8,0,3,2,7,13:30
14,0,17.33333333,1,2,11.2,0,3,2,7,14:00
14,30,21.07142857,4,2,11.2,0,3,2,7,14:30
15,0,22.25,0,2,11.7,0,3,2,7,15:00
15,30,26.3,6,2,11.7,0,3,2,7,15:30
16,0,28,-1,2,11.7,0,3,2,7,16:00
16,30,23.78571429,8,2,11.7,0,3,2,7,16:30
17,0,17.18181818,-2,2,11.8,0,3,2,7,17:00
17,30,15,-3,2,11.8,0,3,2,7,17:30
18,0,15.4,1,2,11.5,0,3,2,7,18:00
18,30,13.75,-2,2,11.5,0,3,2,7,18:30
19,0,16.36363636,3,2,11.2,0,3,2,7,19:00
19,30,16.14285714,0,2,11.2,0,3,2,7,19:30
21,30,15,-1,2,10.6,2,3,2,7,21:30
22,0,15,0,2,9.6,0,3,2,7,22:00
23,30,15,0,2,8.7,0,3,2,7,23:30
0,0,14,-1,2,7.6,9,3,1,8,0:00
0,30,14,0,1,7.6,9,3,1,1,0:30
1,0,14.33333333,0,1,7,0,3,1,1,1:00
2,0,14,0,1,6.3,0,3,1,1,2:00
7,30,14,0,1,3.8,0,3,1,1,7:30
8,0,16.75,4,1,3.6,0,3,1,1,8:00
8,30,20.42857143,3,1,3.6,0,3,1,1,8:30
9,0,21.33333333,1,1,3.7,0,3,1,1,9:00
9,30,22.5,1,1,3.7,0,3,1,1,9:30
10,0,23.42857143,2,1,4.4,0,3,1,1,10:00
10,30,27.71428571,5,1,4.4,0,3,1,1,10:30
11,0,31,2,1,6.1,0,3,1,1,11:00
11,30,24.5,2,1,6.1,0,3,1,1,11:30
12,0,17.2,3,1,7.6,0,3,2,1,12:00
12,30,16.875,-3,1,7.6,0,3,2,1,12:30
13,0,16.61538462,5,1,8.3,0,3,2,1,13:00
13,30,17.47058824,-1,1,8.3,0,3,2,1,13:30
14,0,18.16666667,-2,1,10,0,3,2,1,14:00
14,30,18,3,1,10,0,3,2,1,14:30
15,0,21.07142857,2,1,10.3,0,3,2,1,15:00
15,30,20.18181818,-2,1,10.3,0,3,2,1,15:30
16,0,24,5,1,11,0,3,2,1,16:00
16,30,26.13636364,1,1,11,0,3,2,1,16:30
17,0,26.15384615,2,1,10,0,3,2,1,17:00
17,30,27.84210526,1,1,10,0,3,2,1,17:30
18,0,27.11764706,-5,1,8.1,0,3,2,1,18:00
18,30,23.14285714,-4,1,8.1,0,3,2,1,18:30
19,0,19.71428571,-1,1,5.8,0,3,2,1,19:00
19,30,19.22222222,0,1,5.8,0,3,2,1,19:30
20,0,21.83333333,4,1,4.3,0,3,2,1,20:00
20,30,21,-3,1,4.3,0,3,2,1,20:30
21,0,20.4,1,1,3.1,0,3,2,1,21:00
21,30,20.25,-1,1,3.1,0,3,2,1,21:30
22,0,20,0,1,2.3,0,3,2,1,22:00
22,30,20.5,0,1,2.3,0,3,2,1,22:30
23,0,20.33333333,1,1,1.9,0,3,2,1,23:00
23,30,20,-1,1,1.9,0,3,2,1,23:30
0,0,20.33333333,0,1,1.3,0,3,1,2,0:00
5,0,20.5,1,1,-0.9,0,3,1,2,5:00
6,0,21.5,1,1,-1,0,3,1,2,6:00
7,0,23.125,3,1,-1,0,3,1,2,7:00
7,30,27.91666667,5,1,-1,0,3,1,2,7:30
8,0,21.56410256,15,1,-0.7,0,3,1,2,8:00
8,30,22.30769231,3,1,-0.7,0,3,1,2,8:30
9,0,26.14285714,3,1,1.2,0,3,1,2,9:00
9,30,28.16666667,1,1,1.2,0,3,1,2,9:30
10,0,30.2,1,1,3.7,0,3,1,2,10:00
10,30,31,2,1,3.7,0,3,1,2,10:30
11,0,30.83333333,-2,1,6.3,0,3,1,2,11:00
11,30,32.25,3,1,6.3,0,3,1,2,11:30
12,0,13.45454545,0,1,8.5,0,3,2,2,12:00
12,30,9.076923077,2,1,8.5,0,3,2,2,12:30
13,0,11.33333333,1,1,9.3,0,3,2,2,13:00
13,30,12.84615385,1,1,9.3,0,3,2,2,13:30
14,0,13.14285714,0,1,9.2,0,3,2,2,14:00
14,30,13.8,1,1,9.2,0,3,2,2,14:30
15,0,16.09090909,2,1,10.1,0,3,2,2,15:00
15,30,15.63636364,0,1,10.1,0,3,2,2,15:30
16,0,17.18181818,3,1,10.6,0,3,2,2,16:00
16,30,19.5,3,1,10.6,0,3,2,2,16:30
17,0,20.61111111,0,1,10.2,0,3,2,2,17:00
17,30,24.8,5,1,10.2,0,3,2,2,17:30
18,0,22.23529412,-7,1,8.7,0,3,2,2,18:00
18,30,12.80645161,-12,1,8.7,0,3,2,2,18:30
19,0,7.363636364,-4,1,7.1,0,3,2,2,19:00
19,30,8,4,1,7.1,0,3,2,2,19:30
20,0,7.777777778,0,1,6.1,0,3,2,2,20:00
20,30,6.4,-3,1,6.1,0,3,2,2,20:30
21,0,5.2,0,1,5.5,0,3,2,2,21:00
21,30,5.25,0,1,5.5,0,3,2,2,21:30
23,0,5.5,1,1,3.5,0,3,2,2,23:00
23,30,5,-1,1,3.5,0,3,2,2,23:30
1,30,6,2,1,2.8,0,3,1,3,1:30
2,0,5.25,-2,1,2.6,0,3,1,3,2:00
2,30,5.333333333,1,1,2.6,0,3,1,3,2:30
3,0,5,-1,1,2.7,0,3,1,3,3:00
3,30,5,0,1,2.7,0,3,1,3,3:30
5,30,5.75,2,1,2.5,0,3,1,3,5:30
7,0,9.571428571,5,1,2.2,0,3,1,3,7:00
7,30,16.25,7,1,2.2,0,3,1,3,7:30
8,0,24.86956522,16,1,2.6,0,3,1,3,8:00
8,30,14.16666667,7,1,2.6,0,3,1,3,8:30
9,0,19.14285714,2,1,3.8,0,3,1,3,9:00
9,30,21,4,1,3.8,0,3,1,3,9:30
10,0,22.72727273,1,1,5.2,0,3,1,3,10:00
10,30,27.18181818,5,1,5.2,0,3,1,3,10:30
11,0,30,1,1,8,0,3,1,3,11:00
11,30,14.75,6,1,8,0,3,1,3,11:30
12,0,13.4,-1,1,9.6,0,3,2,3,12:00
12,30,12.42857143,-1,1,9.6,0,3,2,3,12:30
13,0,11.16666667,0,1,9.9,0,3,2,3,13:00
13,30,10.07692308,-4,1,9.9,0,3,2,3,13:30
14,0,10.875,5,1,9.8,0,3,2,3,14:00
14,30,12.57142857,0,1,9.8,0,3,2,3,14:30
15,0,14.66666667,6,1,10.2,0,3,2,3,15:00
15,30,19.2,1,1,10.2,0,3,2,3,15:30
16,0,19.3,1,1,10.4,0,3,2,3,16:00
16,30,19.66666667,-3,1,10.4,0,3,2,3,16:30
17,0,21.21428571,3,1,10.4,0,3,2,3,17:00
17,30,18.05,-5,1,10.4,0,3,2,3,17:30
18,0,14.61538462,-1,1,9.6,0,3,2,3,18:00
18,30,11.44,-8,1,9.6,0,3,2,3,18:30
19,0,7.6,0,1,8.9,0,3,2,3,19:00
19,30,7.25,0,1,8.9,0,3,2,3,19:30
20,0,8.272727273,2,1,8.5,0,3,2,3,20:00
20,30,8.875,-1,1,8.5,0,3,2,3,20:30
21,0,9.4,1,1,7.9,0,3,2,3,21:00
21,30,9,0,1,7.9,0,3,2,3,21:30
22,0,10,1,1,7.2,0,3,2,3,22:00
0,30,9,-1,1,5.2,0.5,3,1,4,0:30
1,0,9,0,1,4.7,0,3,1,4,1:00
2,30,8,-1,1,4.2,0,3,1,4,2:30
7,30,8.5,1,1,3,0,3,1,4,7:30
8,0,8.333333333,0,1,3,0,3,1,4,8:00
8,30,8,-1,1,3,0,3,1,4,8:30
9,0,9,2,1,3.4,0.5,3,1,4,9:00
9,30,10,0,1,3.4,0.5,3,1,4,9:30
10,0,11,1,1,3.6,0,3,1,4,10:00
10,30,9.444444444,0,1,3.6,0,3,1,4,10:30
11,0,12,1,1,4.5,0,3,1,4,11:00
11,30,13.25,1,1,4.5,0,3,1,4,11:30
12,0,13.72727273,1,1,5.6,0,3,2,4,12:00
12,30,15.66666667,2,1,5.6,0,3,2,4,12:30
13,0,15,-1,1,6.7,0,3,2,4,13:00
13,30,14,-1,1,6.7,0,3,2,4,13:30
14,0,16,3,1,7.7,0,3,2,4,14:00
14,30,18.16666667,1,1,7.7,0,3,2,4,14:30
15,0,16.85714286,-1,1,9.2,0,3,2,4,15:00
15,30,16.66666667,0,1,9.2,0,3,2,4,15:30
16,0,15.5,-1,1,9.5,0,3,2,4,16:00
16,30,14.8,-1,1,9.5,0,3,2,4,16:30
17,0,15.14285714,1,1,7.5,0,3,2,4,17:00
17,30,17.66666667,1,1,7.5,0,3,2,4,17:30
18,0,17,-2,1,5.9,0,3,2,4,18:00
18,30,10.5,-6,1,5.9,0,3,2,4,18:30
19,0,8.333333333,-1,1,4.5,0,3,2,4,19:00
19,30,7.3,0,1,4.5,0,3,2,4,19:30
20,0,9.25,2,1,3.3,0,3,2,4,20:00
20,30,9.2,-1,1,3.3,0,3,2,4,20:30
21,0,7.444444444,-1,1,3.1,0,3,2,4,21:00
21,30,8.5,2,1,3.1,0,3,2,4,21:30
22,0,9.857142857,-1,1,2.8,0,3,2,4,22:00
22,30,7.2,-2,1,2.8,0,3,2,4,22:30
23,30,7,0,1,2.8,0,3,2,4,23:30
1,0,8,1,1,2.8,0,3,1,5,1:00
1,30,8.25,0,1,2.8,0,3,1,5,1:30
2,0,7,-1,1,2.8,0,3,1,5,2:00
2,30,8,1,1,2.8,0,3,1,5,2:30
3,30,8,0,1,2.7,0,3,1,5,3:30
4,0,9,1,1,2.5,0,3,1,5,4:00
4,30,8,-1,1,2.5,0,3,1,5,4:30
5,0,7,-1,1,2.5,0,3,1,5,5:00
6,0,7,0,1,2.5,0,3,1,5,6:00
6,30,8.333333333,2,1,2.5,0,3,1,5,6:30
7,0,9.666666667,1,1,1.6,0,3,1,5,7:00
7,30,12.2,3,1,1.6,0,3,1,5,7:30
8,0,19.22916667,17,1,1.8,0,3,1,5,8:00
8,30,18.1,10,1,1.8,0,3,1,5,8:30
9,0,15.27272727,0,1,3.5,0,3,1,5,9:00
9,30,17.92307692,4,1,3.5,0,3,1,5,9:30
10,0,21.25,2,1,4.8,0,3,1,5,10:00
10,30,22,0,1,4.8,0,3,1,5,10:30
11,0,24.55555556,4,1,5.9,0,3,1,5,11:00
11,30,28.75,3,1,5.9,0,3,1,5,11:30
12,0,30.8,2,1,6.8,0,3,2,5,12:00
12,30,31.1,0,1,6.8,0,3,2,5,12:30
13,0,17.875,2,1,7.5,0,3,2,5,13:00
13,30,17.5,3,1,7.5,0,3,2,5,13:30
14,0,20.2,3,1,8,0,3,2,5,14:00
14,30,21.5,0,1,8,0,3,2,5,14:30
15,0,23.83333333,3,1,7.7,0,3,2,5,15:00
15,30,22.23076923,-7,1,7.7,0,3,2,5,15:30
16,0,19.25,2,1,9.6,0,3,2,5,16:00
16,30,18.57142857,-2,1,9.6,0,3,2,5,16:30
17,0,19,1,1,8.9,0,3,2,5,17:00
17,30,24.47058824,11,1,8.9,0,3,2,5,17:30
18,0,25.60869565,-7,1,7,0,3,2,5,18:00
18,30,21.19354839,-3,1,7,0,3,2,5,18:30
19,0,19.9047619,0,1,5.4,0,3,2,5,19:00
19,30,15.59090909,-5,1,5.4,0,3,2,5,19:30
20,0,14.46666667,-1,1,4.3,0,3,2,5,20:00
20,30,15.5,2,1,4.3,0,3,2,5,20:30
21,0,16.125,0,1,3.5,0,3,2,5,21:00
21,30,21.125,0,1,3.5,0,3,2,5,21:30
22,0,25.23076923,-3,1,2.9,0,3,2,5,22:00
22,30,20.27272727,-4,1,2.9,0,3,2,5,22:30
23,0,18.5,-1,1,2.5,0,3,2,5,23:00
23,30,20,3,1,2.5,0,3,2,5,23:30
0,0,19.4,-1,2,2.1,0,3,1,6,0:00
0,30,19.25,-1,2,2.1,0,3,1,6,0:30
1,0,17.1,-4,2,2,0,3,1,6,1:00
1,30,13.6,-2,2,2,0,3,1,6,1:30
2,0,11.23076923,-4,2,1.6,0,3,1,6,2:00
2,30,8.3,0,2,1.6,0,3,1,6,2:30
3,0,8,-1,2,1.3,0,3,1,6,3:00
3,30,7,-1,2,1.3,0,3,1,6,3:30
4,30,7.5,1,2,0.9,0,3,1,6,4:30
6,0,6.5,-2,2,1.1,0,3,1,6,6:00
6,30,7.5,2,2,1.1,0,3,1,6,6:30
7,0,9,2,2,0.9,0,3,1,6,7:00
7,30,11,2,2,0.9,0,3,1,6,7:30
8,0,13.5,2,2,1.5,0,3,1,6,8:00
8,30,12.71428571,-3,2,1.5,0,3,1,6,8:30
9,0,11.2,1,2,2.7,0,3,1,6,9:00
9,30,14.5,3,2,2.7,0,3,1,6,9:30
10,0,14,-1,2,3.5,0,3,1,6,10:00
10,30,15.4,2,2,3.5,0,3,1,6,10:30
11,0,15.83333333,-1,2,5.7,0,3,1,6,11:00
11,30,14,-1,2,5.7,0,3,1,6,11:30
12,0,15.75,2,2,7.1,0,3,2,6,12:00
12,30,16.6,3,2,7.1,0,3,2,6,12:30
13,0,19.1,0,2,8.2,0,3,2,6,13:00
13,30,20.78947368,4,2,8.2,0,3,2,6,13:30
14,0,24.93333333,3,2,9.2,0,3,2,6,14:00
14,30,26.125,0,2,9.2,0,3,2,6,14:30
15,0,25.93333333,-2,2,8.1,0,3,2,6,15:00
15,30,27,1,2,8.1,0,3,2,6,15:30
16,0,26.375,3,2,8.3,0,3,2,6,16:00
16,30,28.0625,3,2,8.3,0,3,2,6,16:30
17,0,27.25,4,2,7.7,0,3,2,6,17:00
17,30,24.22222222,3,2,7.7,0,3,2,6,17:30
18,0,25.5,0,2,6.2,0,3,2,6,18:00
18,30,28,2,2,6.2,0,3,2,6,18:30
19,0,27,-2,2,5.3,0,3,2,6,19:00
19,30,22.90909091,-3,2,5.3,0,3,2,6,19:30
20,0,23.07142857,-1,2,5.2,0,3,2,6,20:00
20,30,20.42857143,-2,2,5.2,0,3,2,6,20:30
21,0,21.66666667,2,2,5,0,3,2,6,21:00
21,30,23.16666667,2,2,5,0,3,2,6,21:30
