hour,minutes,count,대여/반납,holiday,weather,Rain,Month,AM/PM,Day_w,Time
3,30,4.333333333,-1,1,1.9,0,3,1,5,3:30
5,0,4,0,1,2.2,0,3,1,5,5:00
6,0,4.5,1,1,2.3,0,3,1,5,6:00
6,30,6,2,1,2.3,0,3,1,5,6:30
7,0,8.375,3,1,2.5,0,3,1,5,7:00
7,30,12.71428571,6,1,2.5,0,3,1,5,7:30
8,0,21.91489362,13,1,2.6,0,3,1,5,8:00
8,30,17.46511628,19,1,2.6,0,3,1,5,8:30
9,0,26.81818182,3,1,3.3,0,3,1,5,9:00
9,30,28.76470588,5,1,3.3,0,3,1,5,9:30
10,0,11.33333333,2,1,5.4,0,3,1,5,10:00
10,30,12.75,1,1,5.4,0,3,1,5,10:30
11,0,13.16666667,0,1,7.1,0,3,1,5,11:00
11,30,14.4,4,1,7.1,0,3,1,5,11:30
12,0,16.91666667,2,1,9.3,0,3,2,5,12:00
12,30,21.84210526,5,1,9.3,0,3,2,5,12:30
13,0,25.83333333,3,1,10.9,0,3,2,5,13:00
13,30,25.25,-3,1,10.9,0,3,2,5,13:30
14,0,25.61538462,1,1,12.4,0,3,2,5,14:00
14,30,25.71428571,1,1,12.4,0,3,2,5,14:30
15,0,26.23529412,1,1,12.1,0,3,2,5,15:00
15,30,29.33333333,1,1,12.1,0,3,2,5,15:30
16,0,24.8,-5,1,12.2,0,3,2,5,16:00
16,30,21.82608696,0,1,12.2,0,3,2,5,16:30
17,0,23.45833333,1,1,11.2,0,3,2,5,17:00
17,30,24.17391304,1,1,11.2,0,3,2,5,17:30
18,0,22.76923077,-2,1,9.7,0,3,2,5,18:00
18,30,19.76923077,-2,1,9.7,0,3,2,5,18:30
19,0,18.28,-6,1,8.3,0,3,2,5,19:00
19,30,15.95833333,2,1,8.3,0,3,2,5,19:30
20,0,18,6,1,6.7,0,3,2,5,20:00
20,30,24.07692308,0,1,6.7,0,3,2,5,20:30
21,0,24.125,0,1,5.8,0,3,2,5,21:00
21,30,23.66666667,-1,1,5.8,0,3,2,5,21:30
22,0,20.85714286,-3,1,5.3,0,3,2,5,22:00
22,30,18.4,-2,1,5.3,0,3,2,5,22:30
23,0,15.33333333,-3,1,5,0,3,2,5,23:00
23,30,12.75,-2,1,5,0,3,2,5,23:30
0,0,11.66666667,-1,2,4.7,0,3,1,6,0:00
0,30,11.25,0,2,4.7,0,3,1,6,0:30
1,0,11,0,2,4.7,0,3,1,6,1:00
1,30,11.33333333,0,2,4.7,0,3,1,6,1:30
2,0,10,-1,2,5,0,3,1,6,2:00
2,30,10.33333333,1,2,5,0,3,1,6,2:30
3,0,12.5,2,2,5,0,3,1,6,3:00
3,30,12.75,-1,2,5,0,3,1,6,3:30
4,0,11.25,0,2,5.1,0,3,1,6,4:00
4,30,12,0,2,5.1,0,3,1,6,4:30
5,0,10.4,-3,2,4.7,0,3,1,6,5:00
5,30,10.4,2,2,4.7,0,3,1,6,5:30
7,0,10.66666667,0,2,4,0,3,1,6,7:00
7,30,11.33333333,1,2,4,0,3,1,6,7:30
8,0,9.666666667,-2,2,4.5,0,3,1,6,8:00
8,30,10.25,0,2,4.5,0,3,1,6,8:30
9,0,11.52941176,6,2,6.5,0,3,1,6,9:00
9,30,16.5,2,2,6.5,0,3,1,6,9:30
10,0,19.33333333,2,2,7.2,0,3,1,6,10:00
10,30,17,-2,2,7.2,0,3,1,6,10:30
11,0,18,0,2,9,0,3,1,6,11:00
11,30,18.78571429,3,2,9,0,3,1,6,11:30
12,0,25.23529412,7,2,10.6,0,3,2,6,12:00
12,30,27.81818182,1,2,10.6,0,3,2,6,12:30
13,0,31,3,2,12.4,0,3,2,6,13:00
13,30,20.69230769,2,2,12.4,0,3,2,6,13:30
14,0,12.15384615,1,2,12.7,0,3,2,6,14:00
14,30,12.25,2,2,12.7,0,3,2,6,14:30
15,0,15.88888889,3,2,12.4,0,3,2,6,15:00
15,30,16.30434783,2,2,12.4,0,3,2,6,15:30
16,0,13.16129032,-11,2,12.3,0,3,2,6,16:00
16,30,9.8,6,2,12.3,0,3,2,6,16:30
17,0,14.53333333,-2,2,11.1,0,3,2,6,17:00
17,30,9.16,0,2,11.1,0,3,2,6,17:30
18,0,17.04,6,2,9,0,3,2,6,18:00
18,30,18.84615385,2,2,9,0,3,2,6,18:30
19,0,20.57894737,0,2,7.7,0,3,2,6,19:00
19,30,21.66666667,1,2,7.7,0,3,2,6,19:30
20,0,20.83333333,0,2,7.1,0,3,2,6,20:00
20,30,24.78571429,2,2,7.1,0,3,2,6,20:30
21,0,23.75,0,2,6.7,0,3,2,6,21:00
21,30,21.85714286,-1,2,6.7,0,3,2,6,21:30
22,0,21.6,0,2,6.5,0,3,2,6,22:00
22,30,20.06666667,-2,2,6.5,0,3,2,6,22:30
23,0,22.22222222,2,2,6.4,0,3,2,6,23:00
23,30,21,-1,2,6.4,0,3,2,6,23:30
0,0,17.52941176,-7,2,6.4,0,3,1,7,0:00
0,30,13.69230769,-1,2,6.4,0,3,1,7,0:30
1,0,10.38461538,-5,2,6.4,0,3,1,7,1:00
1,30,8,0,2,6.4,0,3,1,7,1:30
2,0,8,0,2,6,0,3,1,7,2:00
2,30,8,0,2,6,0,3,1,7,2:30
3,0,11,5,2,5.5,0,3,1,7,3:00
3,30,13,-1,2,5.5,0,3,1,7,3:30
4,0,13.2,1,2,5.3,0,3,1,7,4:00
4,30,14,1,2,5.3,0,3,1,7,4:30
5,0,15,1,2,5,0,3,1,7,5:00
6,0,15.5,1,2,4.6,0,3,1,7,6:00
7,30,16.66666667,1,2,4.7,0,3,1,7,7:30
8,0,18,1,2,5,0,3,1,7,8:00
8,30,19,2,2,5,0,3,1,7,8:30
9,0,20.33333333,1,2,6.3,0,3,1,7,9:00
9,30,23,3,2,6.3,0,3,1,7,9:30
10,0,25,2,2,8.4,0,3,1,7,10:00
10,30,26,0,2,8.4,0,3,1,7,10:30
11,0,27.5,2,2,10.7,0,3,1,7,11:00
11,30,29.33333333,2,2,10.7,0,3,1,7,11:30
12,0,30.07692308,1,2,12.7,0,3,2,7,12:00
12,30,14.46666667,0,2,12.7,0,3,2,7,12:30
13,0,16.77777778,4,2,14.6,0,3,2,7,13:00
13,30,17.77777778,-1,2,14.6,0,3,2,7,13:30
14,0,19.12,0,2,16.1,0,3,2,7,14:00
14,30,17.90909091,-1,2,16.1,0,3,2,7,14:30
15,0,21.95833333,7,2,16.7,0,3,2,7,15:00
15,30,23.35294118,-3,2,16.7,0,3,2,7,15:30
16,0,25.84,10,2,16.5,0,3,2,7,16:00
16,30,13,-7,2,16.5,0,3,2,7,16:30
17,0,8.294117647,-1,2,15.8,0,3,2,7,17:00
17,30,7.384615385,1,2,15.8,0,3,2,7,17:30
18,0,9.714285714,4,2,14.4,0,3,2,7,18:00
18,30,9.888888889,0,2,14.4,0,3,2,7,18:30
19,0,16.13333333,10,2,12.6,0,3,2,7,19:00
19,30,17.89473684,-6,2,12.6,0,3,2,7,19:30
20,0,16.1875,1,2,10.7,0,3,2,7,20:00
20,30,16.46153846,0,2,10.7,0,3,2,7,20:30
21,0,16.57142857,-1,2,9.8,0,3,2,7,21:00
21,30,16.33333333,0,2,9.8,0,3,2,7,21:30
22,0,12.83333333,-6,2,8.8,0,3,2,7,22:00
22,30,7.214285714,-4,2,8.8,0,3,2,7,22:30
23,0,6.333333333,0,2,8,0,3,2,7,23:00
23,30,3.444444444,-3,2,8,0,3,2,7,23:30
0,0,2.857142857,-1,1,7.1,0,3,1,1,0:00
0,30,2.5,1,1,7.1,0,3,1,1,0:30
1,0,2.666666667,-1,1,6.3,0,3,1,1,1:00
1,30,11.66666667,-3,1,6.3,0,3,1,1,1:30
2,0,12.66666667,0,1,5.4,0,3,1,1,2:00
2,30,12.33333333,-1,1,5.4,0,3,1,1,2:30
3,0,12,0,1,5.5,0,3,1,1,3:00
3,30,13,1,1,5.5,0,3,1,1,3:30
6,0,13,0,1,5.7,0,3,1,1,6:00
6,30,14.85714286,4,1,5.7,0,3,1,1,6:30
7,0,18.92307692,4,1,6,0,3,1,1,7:00
7,30,26.64285714,11,1,6,0,3,1,1,7:30
8,0,22.24242424,8,1,6.4,0,3,1,1,8:00
8,30,24.85185185,7,1,6.4,0,3,1,1,8:30
9,0,30.45454545,1,1,7.6,0,3,1,1,9:00
9,30,33.1,4,1,7.6,0,3,1,1,9:30
10,0,23.27272727,0,1,10,0,3,1,1,10:00
10,30,14,0,1,10,0,3,1,1,10:30
11,0,14.85714286,1,1,12.6,0,3,1,1,11:00
11,30,16.5,1,1,12.6,0,3,1,1,11:30
12,0,16,-1,1,14.6,0,3,2,1,12:00
12,30,16.66666667,1,1,14.6,0,3,2,1,12:30
13,0,15.875,-2,1,16,0,3,2,1,13:00
13,30,16.53333333,4,1,16,0,3,2,1,13:30
14,0,21.5,4,1,17.4,0,3,2,1,14:00
14,30,23.25,0,1,17.4,0,3,2,1,14:30
15,0,23.42857143,-1,1,17.6,0,3,2,1,15:00
15,30,21.11111111,-1,1,17.6,0,3,2,1,15:30
16,0,21.35714286,-3,1,17.7,0,3,2,1,16:00
16,30,11.35483871,-10,1,17.7,0,3,2,1,16:30
17,0,6.619047619,-1,1,17.1,0,3,2,1,17:00
17,30,7.769230769,1,1,17.1,0,3,2,1,17:30
18,0,6.421052632,-1,1,16,0,3,2,1,18:00
18,30,6.4,0,1,16,0,3,2,1,18:30
19,0,6.933333333,-1,1,14.3,0,3,2,1,19:00
19,30,10.06666667,5,1,14.3,0,3,2,1,19:30
20,0,14.33333333,4,1,12.9,0,3,2,1,20:00
20,30,14.91666667,0,1,12.9,0,3,2,1,20:30
21,0,10.42857143,-6,1,11.6,0,3,2,1,21:00
21,30,10.6,2,1,11.6,0,3,2,1,21:30
22,0,13.16666667,2,1,10.7,0,3,2,1,22:00
22,30,10.8,-4,1,10.7,0,3,2,1,22:30
23,0,9.571428571,0,1,9.8,0,3,2,1,23:00
23,30,9.5,0,1,9.8,0,3,2,1,23:30
0,0,10,1,1,9,0,3,1,2,0:00
0,30,10,0,1,9,0,3,1,2,0:30
1,0,9,-1,1,8.7,0,3,1,2,1:00
4,0,9,0,1,7.8,0,3,1,2,4:00
4,30,10,1,1,7.8,0,3,1,2,4:30
5,0,10,0,1,8,0,3,1,2,5:00
6,0,11,2,1,8.1,0,3,1,2,6:00
6,30,13.8,2,1,8.1,0,3,1,2,6:30
7,0,16.16666667,3,1,8.5,0,3,1,2,7:00
7,30,20.04166667,5,1,8.5,0,3,1,2,7:30
8,0,26.15384615,11,1,9.3,0,3,1,2,8:00
8,30,18.11428571,14,1,9.3,0,3,1,2,8:30
9,0,28.42105263,8,1,11.6,0,3,1,2,9:00
9,30,15.33333333,5,1,11.6,0,3,1,2,9:30
10,0,14.14285714,-1,1,13.9,0,3,1,2,10:00
10,30,15.23529412,5,1,13.9,0,3,1,2,10:30
11,0,18.44444444,2,1,15.8,0,3,1,2,11:00
11,30,21.5,2,1,15.8,0,3,1,2,11:30
12,0,25,4,1,16.7,0,3,2,2,12:00
12,30,27.27272727,3,1,16.7,0,3,2,2,12:30
13,0,29.8,0,1,18.6,0,3,2,2,13:00
13,30,29.16666667,1,1,18.6,0,3,2,2,13:30
14,0,29.25,0,1,19.4,0,3,2,2,14:00
14,30,27.83333333,-3,1,19.4,0,3,2,2,14:30
15,0,27.22222222,0,1,19.9,0,3,2,2,15:00
15,30,28.91666667,3,1,19.9,0,3,2,2,15:30
16,0,28.06666667,-1,1,19.5,0,3,2,2,16:00
16,30,29.52631579,0,1,19.5,0,3,2,2,16:30
17,0,24.85714286,-7,1,18.4,0,3,2,2,17:00
17,30,20.72727273,-1,1,18.4,0,3,2,2,17:30
18,0,17.5,-8,1,16.8,0,3,2,2,18:00
18,30,13.55172414,3,1,16.8,0,3,2,2,18:30
19,0,14.04,-2,1,15,0,3,2,2,19:00
19,30,12.46153846,-2,1,15,0,3,2,2,19:30
20,0,14.91666667,5,1,13.9,0,3,2,2,20:00
20,30,13.43478261,-7,1,13.9,0,3,2,2,20:30
21,0,10.2,0,1,13.4,0,3,2,2,21:00
21,30,10,0,1,13.4,0,3,2,2,21:30
22,0,11.66666667,4,1,12.9,0,3,2,2,22:00
22,30,13.09090909,-2,1,12.9,0,3,2,2,22:30
23,0,12.4,1,1,12.4,0,3,2,2,23:00
23,30,12,-1,1,12.4,0,3,2,2,23:30
0,0,12.5,1,1,12,0,3,1,3,0:00
0,30,12.4,0,1,12,0,3,1,3,0:30
1,0,13,0,1,11.6,0,3,1,3,1:00
1,30,13.5,1,1,11.6,0,3,1,3,1:30
2,30,12.25,-2,1,11.5,0,3,1,3,2:30
3,30,12,0,1,10.9,0,3,1,3,3:30
4,0,13,1,1,10.6,0,3,1,3,4:00
4,30,12,-1,1,10.6,0,3,1,3,4:30
5,0,12,0,1,10.2,0,3,1,3,5:00
6,0,12.75,2,1,9.6,0,3,1,3,6:00
6,30,13.83333333,1,1,9.6,0,3,1,3,6:30
7,0,17.31578947,7,1,9.6,0,3,1,3,7:00
7,30,24.66666667,11,1,9.6,0,3,1,3,7:30
8,0,15.71111111,11,1,10.3,0,3,1,3,8:00
8,30,20.97142857,18,1,10.3,0,3,1,3,8:30
9,0,15.5,4,1,12.4,0,3,1,3,9:00
9,30,20.03703704,3,1,12.4,0,3,1,3,9:30
10,0,21.33333333,0,1,14.7,0,3,1,3,10:00
10,30,22,0,1,14.7,0,3,1,3,10:30
11,0,21.28571429,-2,1,15.6,0,3,1,3,11:00
11,30,20,1,1,15.6,0,3,1,3,11:30
12,0,20.66666667,-2,1,16.5,0,3,2,3,12:00
12,30,19.22222222,1,1,16.5,0,3,2,3,12:30
13,0,18.4,-1,1,17.5,0,3,2,3,13:00
13,30,20.57142857,2,1,17.5,0,3,2,3,13:30
14,0,18.5,-3,1,18.6,0,3,2,3,14:00
14,30,18.21052632,4,1,18.6,0,3,2,3,14:30
15,0,26.66666667,7,1,18.2,0,3,2,3,15:00
15,30,25.45,-5,1,18.2,0,3,2,3,15:30
16,0,25.44444444,7,1,18.3,0,3,2,3,16:00
16,30,30.72727273,0,1,18.3,0,3,2,3,16:30
17,0,32.91666667,2,1,17.6,0,3,2,3,17:00
17,30,30.75,-1,1,17.6,0,3,2,3,17:30
18,0,22.57142857,-8,1,17,0,3,2,3,18:00
18,30,14.67567568,-9,1,17,0,3,2,3,18:30
19,0,11.46666667,4,1,16,0,3,2,3,19:00
19,30,14.36363636,1,1,16,0,3,2,3,19:30
20,0,13.4375,-6,1,15.2,0,3,2,3,20:00
20,30,6.655172414,-4,1,15.2,0,3,2,3,20:30
21,0,3.666666667,-1,1,14.2,0,3,2,3,21:00
21,30,2.428571429,-2,1,14.2,0,3,2,3,21:30
22,0,1.111111111,-1,1,13.6,0,3,2,3,22:00
22,30,1.923076923,0,1,13.6,0,3,2,3,22:30
23,0,3.923076923,3,1,13.5,0,3,2,3,23:00
23,30,3,-1,1,13.5,0,3,2,3,23:30
0,0,3.2,0,1,13.4,0,3,1,4,0:00
0,30,4.5,1,1,13.4,0,3,1,4,0:30
1,0,5.25,2,1,13,0,3,1,4,1:00
1,30,4,-2,1,13,0,3,1,4,1:30
2,0,3,-1,1,12.9,0,3,1,4,2:00
2,30,3,0,1,12.9,0,3,1,4,2:30
5,30,3.5,1,1,12.7,0,3,1,4,5:30
6,0,4.5,1,1,12.6,0,3,1,4,6:00
6,30,5.5,1,1,12.6,0,3,1,4,6:30
7,0,7.555555556,3,1,12.8,0,3,1,4,7:00
7,30,13.26923077,8,1,12.8,0,3,1,4,7:30
8,0,23.9,14,1,13.3,0,3,1,4,8:00
8,30,18.41666667,16,1,13.3,0,3,1,4,8:30
9,0,26.55555556,1,1,13.5,0,3,1,4,9:00
9,30,29.44444444,3,1,13.5,0,3,1,4,9:30
10,0,14,4,1,15,0,3,1,4,10:00
10,30,12.16666667,-1,1,15,0,3,1,4,10:30
11,0,12.53846154,2,1,16.1,0,3,1,4,11:00
11,30,13.5,0,1,16.1,0,3,1,4,11:30
12,0,11.23076923,-3,1,18.2,0,3,2,4,12:00
12,30,14.66666667,8,1,18.2,0,3,2,4,12:30
13,0,18.14285714,-2,1,19.5,0,3,2,4,13:00
13,30,17.0625,-1,1,19.5,0,3,2,4,13:30
14,0,13.8,-3,1,20.2,0,3,2,4,14:00
14,30,13.9375,1,1,20.2,0,3,2,4,14:30
15,0,13.36842105,1,1,20.8,0,3,2,4,15:00
15,30,12.66666667,-1,1,20.8,0,3,2,4,15:30
16,0,11.13333333,-5,1,20.7,0,3,2,4,16:00
16,30,10.48387097,8,1,20.7,0,3,2,4,16:30
17,0,21.40740741,6,1,20.3,0,3,2,4,17:00
17,30,23.82608696,-2,1,20.3,0,3,2,4,17:30
18,0,19.18181818,-1,1,19.1,0,3,2,4,18:00
18,30,19.23529412,2,1,19.1,0,3,2,4,18:30
19,0,14.67741935,-16,1,17.5,0,3,2,4,19:00
19,30,5.7,-1,1,17.5,0,3,2,4,19:30
20,0,5.5,1,1,15.6,0,3,2,4,20:00
20,30,5.285714286,-1,1,15.6,0,3,2,4,20:30
21,0,5.111111111,1,1,14.4,0,3,2,4,21:00
21,30,5.857142857,-1,1,14.4,0,3,2,4,21:30
22,0,6.055555556,0,1,13.3,0,3,2,4,22:00
22,30,6.727272727,2,1,13.3,0,3,2,4,22:30
23,0,4.714285714,-3,1,12.7,0,3,2,4,23:00
23,30,4.111111111,0,1,12.7,0,3,2,4,23:30
0,0,5.285714286,2,1,11.8,0,3,1,5,0:00
0,30,4.5,-2,1,11.8,0,3,1,5,0:30
1,0,4,0,1,11.4,0,3,1,5,1:00
1,30,5,0,1,11.4,0,3,1,5,1:30
2,0,4.333333333,0,1,10.8,0,3,1,5,2:00
3,0,4.5,0,1,10.3,0,3,1,5,3:00
3,30,4.5,0,1,10.3,0,3,1,5,3:30
4,0,4,0,1,9.9,0,3,1,5,4:00
6,0,4.333333333,0,1,10.3,0,3,1,5,6:00
6,30,5,2,1,10.3,0,3,1,5,6:30
7,0,8.090909091,4,1,10.5,0,3,1,5,7:00
7,30,14.84848485,8,1,10.5,0,3,1,5,7:30
8,0,25.5,15,1,11.5,0,3,1,5,8:00
8,30,16.43333333,10,1,11.5,0,3,1,5,8:30
9,0,21.5,4,1,13.7,0,3,1,5,9:00
9,30,23.5,2,1,13.7,0,3,1,5,9:30
10,0,25,0,1,16,0,3,1,5,10:00
10,30,24.85714286,1,1,16,0,3,1,5,10:30
11,0,26.2,0,1,17.8,0,3,1,5,11:00
11,30,27.23076923,1,1,17.8,0,3,1,5,11:30
12,0,27.8,0,1,19.1,0,3,2,5,12:00
12,30,29.05882353,3,1,19.1,0,3,2,5,12:30
13,0,27.23076923,-5,1,20.3,0,3,2,5,13:00
13,30,25.21052632,3,1,20.3,0,3,2,5,13:30
14,0,21.33333333,7,1,21,0,3,2,5,14:00
14,30,20.72727273,4,1,21,0,3,2,5,14:30
15,0,21.75,-2,1,21.8,0,3,2,5,15:00
15,30,19.41666667,0,1,21.8,0,3,2,5,15:30
16,0,21.66666667,1,1,20.7,0,3,2,5,16:00
16,30,24.17391304,7,1,20.7,0,3,2,5,16:30
17,0,29.25,0,1,19.4,0,3,2,5,17:00
17,30,29.2,4,1,19.4,0,3,2,5,17:30
18,0,20.91304348,-1,1,17.4,0,3,2,5,18:00
18,30,9.833333333,-10,1,17.4,0,3,2,5,18:30
19,0,5.259259259,-2,1,15.2,0,3,2,5,19:00
19,30,6.043478261,3,1,15.2,0,3,2,5,19:30
20,0,7.6875,0,1,14.3,0,3,2,5,20:00
20,30,8.05,1,1,14.3,0,3,2,5,20:30
21,0,8.5,0,1,13.7,0,3,2,5,21:00
21,30,5.72,-9,1,13.7,0,3,2,5,21:30
22,0,7,-2,1,12.7,0,3,2,5,22:00
22,30,5.2,-1,1,12.7,0,3,2,5,22:30
23,0,5.333333333,0,1,12.1,0,3,2,5,23:00
23,30,6,1,1,12.1,0,3,2,5,23:30
0,0,5.777777778,0,2,11.7,0,3,1,6,0:00
0,30,5,-1,2,11.7,0,3,1,6,0:30
1,0,6.166666667,1,2,11.5,0,3,1,6,1:00
2,0,6.166666667,0,2,11,0,3,1,6,2:00
2,30,8.3,3,2,11,0,3,1,6,2:30
3,0,9,0,2,10.7,0,3,1,6,3:00
3,30,9.2,0,2,10.7,0,3,1,6,3:30
4,30,8.333333333,-1,2,10.4,0,3,1,6,4:30
5,0,8,0,2,9.8,0,3,1,6,5:00
5,30,9.5,3,2,9.8,0,3,1,6,5:30
6,0,10,-1,2,9.4,0,3,1,6,6:00
6,30,9.5,0,2,9.4,0,3,1,6,6:30
7,0,10.75,2,2,9.5,0,3,1,6,7:00
7,30,13.42857143,3,2,9.5,0,3,1,6,7:30
8,0,16.16666667,1,2,10.4,0,3,1,6,8:00
8,30,17.54545455,0,2,10.4,0,3,1,6,8:30
9,0,16.85714286,2,2,12.6,0,3,1,6,9:00
9,30,18,1,2,12.6,0,3,1,6,9:30
10,0,20.38461538,3,2,14.7,0,3,1,6,10:00
10,30,23.125,3,2,14.7,0,3,1,6,10:30
11,0,25,-1,2,16.7,0,3,1,6,11:00
11,30,22.88888889,-3,2,16.7,0,3,1,6,11:30
12,0,18.88888889,-2,2,18.2,0,3,2,6,12:00
12,30,22.36666667,6,2,18.2,0,3,2,6,12:30
13,0,28.31578947,6,2,19.3,0,3,2,6,13:00
13,30,29.38095238,0,2,19.3,0,3,2,6,13:30
14,0,26.30434783,-6,2,20.1,0,3,2,6,14:00
14,30,20.375,-8,2,20.1,0,3,2,6,14:30
15,0,17.9375,-2,2,18.9,0,3,2,6,15:00
15,30,15.03448276,4,2,18.9,0,3,2,6,15:30
16,0,18.66666667,-1,2,18,0,3,2,6,16:00
16,30,16.17857143,-4,2,18,0,3,2,6,16:30
17,0,17.74358974,7,2,17.3,0,3,2,6,17:00
17,30,24.33333333,5,2,17.3,0,3,2,6,17:30
18,0,25.67391304,-8,2,16.6,0,3,2,6,18:00
18,30,14.96551724,-4,2,16.6,0,3,2,6,18:30
19,0,15,1,2,15.3,0,3,2,6,19:00
19,30,17.16666667,4,2,15.3,0,3,2,6,19:30
20,0,21.69565217,1,2,14,0,3,2,6,20:00
20,30,21.57894737,2,2,14,0,3,2,6,20:30
21,0,18.71428571,-3,2,13.3,0,3,2,6,21:00
21,30,17.88888889,-1,2,13.3,0,3,2,6,21:30
22,0,18.68965517,2,2,12.8,0,3,2,6,22:00
22,30,18.83333333,-1,2,12.8,0,3,2,6,22:30
23,0,18.91666667,-2,2,12.4,0,3,2,6,23:00
23,30,15.25,-2,2,12.4,0,3,2,6,23:30
0,0,16.75,3,2,12.1,0,4,1,7,0:00
